Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47.0,No,Travel_Frequently,Sales,4,1,Medical,1,467,2,Male,3,2,Sales Representative,3.0,Single,2976.0,3.0,Y,No,19,3,1,80,0,5.0,3,3,0,0,0,0
42.0,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,468,1,Female,3,4,Research Director,4.0,Single,15992.0,2.0,Y,No,14,3,2,80,0,16.0,2,3,1,0,0,0
29.0,No,Non-Travel,Sales,2,3,Life Sciences,1,469,4,Male,3,2,Sales Executive,3.0,Married,4649.0,1.0,Y,No,14,3,1,80,1,4.0,3,2,4,3,0,2
,No,Travel_Rarely,Human Resources,2,1,Technical Degree,1,470,3,Male,3,1,Human Resources,3.0,Divorced,2696.0,0.0,Y,Yes,11,3,3,80,1,10.0,5,3,3,2,1,0
32.0,No,Travel_Rarely,Research & Development,2,3,Medical,1,471,3,Female,3,1,Laboratory Technician,2.0,Married,2370.0,1.0,Y,No,13,3,3,80,1,8.0,4,3,8,0,0,7
48.0,No,Travel_Rarely,Sales,29,1,Medical,1,473,1,Female,3,3,Manager,3.0,Married,12504.0,3.0,Y,No,21,4,2,80,1,10.0,3,1,0,0,0,0
37.0,No,Travel_Rarely,Research & Development,6,3,Medical,1,474,3,Male,4,2,Research Scientist,1.0,Divorced,5974.0,4.0,Y,Yes,13,3,1,80,2,10.0,2,3,7,7,6,7
30.0,No,Non-Travel,Research & Development,25,2,Technical Degree,1,475,4,Female,3,2,Sales Executive,3.0,Married,4936.0,7.0,Y,Yes,12,3,2,80,1,4.0,2,4,2,2,2,2
26.0,No,Travel_Rarely,Sales,1,3,Life Sciences,1,476,3,Male,3,2,Sales Executive,3.0,Married,5296.0,1.0,Y,No,17,3,2,80,1,8.0,3,3,8,7,7,7
42.0,No,Travel_Rarely,Research & Development,2,4,Other,1,477,1,Male,2,2,Healthcare Representative,4.0,Single,6781.0,3.0,Y,No,23,4,2,80,0,14.0,6,3,1,0,0,0
21.0,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,478,1,Female,2,1,Sales Representative,2.0,Single,2174.0,1.0,Y,Yes,11,3,3,80,0,3.0,3,3,3,2,1,2
36.0,No,Non-Travel,Sales,1,5,Medical,1,479,4,Female,3,2,Sales Executive,4.0,Single,6653.0,,Y,No,15,3,2,80,0,7.0,6,3,1,0,0,0
36.0,No,Travel_Frequently,Sales,3,4,Medical,1,481,1,Male,2,3,Sales Executive,4.0,Married,9699.0,4.0,Y,No,11,3,1,80,1,16.0,2,3,13,9,1,12
57.0,No,Travel_Rarely,Research & Development,1,4,Medical,1,482,4,Male,3,2,Healthcare Representative,3.0,Married,6755.0,2.0,Y,No,11,3,3,80,0,15.0,2,3,3,2,1,2
,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,483,4,Female,4,1,Sales Executive,3.0,Married,2213.0,,Y,Yes,13,3,3,80,1,10.0,3,3,7,7,1,7
21.0,No,Non-Travel,Sales,9,2,Medical,1,484,1,Male,3,1,Sales Representative,4.0,Single,2610.0,1.0,Y,No,24,4,3,80,0,3.0,3,2,3,2,2,2
,Yes,Travel_Rarely,Sales,5,3,Marketing,1,485,4,Female,3,1,Sales Representative,3.0,Single,2851.0,1.0,Y,Yes,13,3,2,80,0,1.0,2,3,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,10,3,Medical,1,486,3,Female,3,1,Laboratory Technician,1.0,Married,3452.0,6.0,Y,No,20,4,2,80,1,10.0,3,3,5,4,0,3
,No,Non-Travel,Research & Development,7,4,Medical,1,487,3,Female,3,2,Manufacturing Director,3.0,Married,5258.0,2.0,Y,No,14,3,3,80,0,7.0,2,4,1,0,0,0
41.0,Yes,Travel_Frequently,Sales,4,3,Marketing,1,488,1,Male,3,2,Sales Executive,2.0,Single,9355.0,1.0,Y,No,18,3,3,80,0,8.0,5,3,8,7,7,7
50.0,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,491,4,Male,2,3,Healthcare Representative,4.0,Single,10496.0,6.0,Y,No,15,3,4,80,0,20.0,2,3,4,3,1,3
40.0,Yes,Travel_Rarely,Research & Development,22,2,Marketing,1,492,3,Male,2,2,Sales Executive,3.0,Married,4936.0,2.0,Y,Yes,12,3,1,80,2,8.0,6,3,6,4,1,0
31.0,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,493,3,Male,2,1,Research Scientist,2.0,Single,2657.0,0.0,Y,Yes,16,3,4,80,0,3.0,5,3,2,2,2,2
21.0,Yes,Travel_Rarely,Research & Development,12,3,Life Sciences,1,494,3,Female,4,1,Sales Representative,2.0,Single,,1.0,Y,No,15,3,4,80,0,10.0,0,3,1,0,0,0
29.0,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,495,4,Male,3,1,Research Scientist,4.0,Single,2201.0,9.0,Y,No,16,3,4,80,0,6.0,4,3,3,2,1,2
35.0,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,496,3,Male,2,2,Healthcare Representative,2.0,Single,6540.0,9.0,Y,No,19,3,3,80,0,10.0,5,3,1,1,0,0
27.0,No,Travel_Rarely,Research & Development,1,2,Medical,1,497,4,Male,3,1,Laboratory Technician,2.0,Divorced,3816.0,1.0,Y,No,11,3,2,80,1,5.0,2,3,5,2,0,4
28.0,No,Travel_Rarely,Sales,9,4,Life Sciences,1,498,2,Male,3,2,Sales Executive,4.0,Single,5253.0,1.0,Y,No,16,3,4,80,0,7.0,1,3,7,5,0,7
49.0,No,Travel_Rarely,Research & Development,7,3,Other,1,499,2,Male,2,3,Healthcare Representative,3.0,Single,10965.0,8.0,Y,No,24,4,3,80,0,26.0,2,3,5,2,0,0
51.0,No,Travel_Rarely,Sales,14,2,Life Sciences,1,500,3,Female,3,2,Sales Executive,4.0,Married,4936.0,4.0,Y,No,11,3,3,80,1,10.0,2,2,7,7,0,7
36.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,501,4,Female,3,1,Research Scientist,3.0,Married,2543.0,4.0,Y,No,13,3,2,80,1,6.0,3,3,2,2,2,2
34.0,Yes,Non-Travel,Sales,19,3,Marketing,1,502,1,Male,4,2,Sales Executive,4.0,Single,5304.0,8.0,Y,Yes,13,3,2,80,0,9.0,3,2,5,2,0,4
55.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,505,3,Female,3,4,Manager,4.0,Single,16659.0,2.0,Y,Yes,13,3,3,80,0,30.0,2,3,5,4,1,2
24.0,No,Travel_Rarely,Sales,10,4,Marketing,1,507,4,Female,3,2,Sales Executive,3.0,Divorced,4260.0,1.0,Y,Yes,12,3,4,80,1,5.0,2,4,5,2,0,3
,No,Travel_Rarely,Sales,2,1,Technical Degree,1,508,3,Male,3,1,Sales Representative,2.0,Married,2476.0,1.0,Y,No,18,3,1,80,1,1.0,3,3,1,0,0,0
26.0,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,1,510,3,Male,3,1,Research Scientist,1.0,Single,3102.0,0.0,Y,No,22,4,3,80,0,7.0,2,3,6,4,0,4
22.0,No,Travel_Rarely,Research & Development,11,3,Medical,1,511,1,Female,3,1,Research Scientist,2.0,Married,2244.0,1.0,Y,No,13,3,4,80,1,2.0,1,3,2,1,1,2
36.0,No,Travel_Rarely,Sales,2,2,Medical,1,513,2,Male,2,3,Sales Executive,3.0,Married,7596.0,1.0,Y,No,13,3,2,80,2,10.0,2,3,10,9,9,0
30.0,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,514,3,Male,3,1,Research Scientist,3.0,Single,2285.0,9.0,Y,Yes,23,4,3,80,0,3.0,4,3,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,515,4,Female,3,1,Laboratory Technician,1.0,Divorced,3034.0,1.0,Y,No,12,3,3,80,1,18.0,2,2,18,7,12,17
40.0,No,Travel_Rarely,Sales,2,2,Marketing,1,516,4,Female,3,2,Sales Executive,2.0,Divorced,5715.0,7.0,Y,No,12,3,3,80,2,8.0,5,3,5,4,1,3
42.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,517,2,Female,3,1,Laboratory Technician,1.0,Divorced,2576.0,3.0,Y,No,16,3,2,80,1,10.0,5,3,5,2,1,2
37.0,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,518,3,Male,3,2,Manufacturing Director,2.0,Single,4197.0,2.0,Y,Yes,12,3,4,80,0,18.0,2,2,1,0,0,1
43.0,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,520,1,Male,2,4,Research Director,2.0,Divorced,14336.0,1.0,Y,No,11,3,3,80,1,25.0,3,3,25,10,3,9
40.0,No,Travel_Rarely,Research & Development,2,3,Medical,1,521,2,Female,2,2,Laboratory Technician,3.0,Married,3448.0,6.0,Y,No,22,4,2,80,1,20.0,3,3,1,0,0,0
54.0,No,Travel_Rarely,Research & Development,5,2,Medical,1,522,1,Male,3,5,Research Director,1.0,Married,19406.0,4.0,Y,No,11,3,3,80,1,24.0,4,2,4,2,1,2
34.0,No,Non-Travel,Sales,4,4,Marketing,1,523,3,Female,3,2,Sales Executive,3.0,Married,6538.0,9.0,Y,No,15,3,1,80,1,6.0,3,3,3,2,1,2
31.0,No,Travel_Rarely,Research & Development,7,2,Medical,1,524,2,Female,3,2,Manufacturing Director,1.0,Married,4306.0,1.0,Y,No,12,3,2,80,1,10.0,5,1,13,10,3,12
43.0,No,Travel_Rarely,Research & Development,21,3,Medical,1,525,4,Male,3,1,Laboratory Technician,3.0,Married,2258.0,7.0,Y,No,20,4,1,80,1,8.0,1,3,3,2,1,2
43.0,No,Travel_Rarely,Research & Development,8,4,Other,1,526,3,Female,3,2,Healthcare Representative,3.0,Divorced,4522.0,4.0,Y,Yes,14,3,4,80,0,8.0,3,3,5,2,0,2
25.0,No,Travel_Rarely,Sales,4,2,Life Sciences,1,527,2,Female,2,2,Sales Executive,4.0,Single,4487.0,1.0,Y,Yes,11,3,2,80,0,5.0,3,3,5,4,1,3
,No,Non-Travel,Research & Development,25,5,Medical,1,529,2,Female,3,2,Research Scientist,3.0,Married,4449.0,3.0,Y,Yes,15,3,1,80,2,15.0,2,3,13,11,10,7
31.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,530,4,Male,2,1,Laboratory Technician,1.0,Married,2218.0,1.0,Y,No,12,3,3,80,1,4.0,3,3,4,2,3,2
39.0,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,531,2,Male,3,5,Manager,3.0,Divorced,19197.0,1.0,Y,Yes,14,3,3,80,1,10.0,3,3,21,8,1,6
56.0,No,Travel_Frequently,Sales,6,3,Life Sciences,1,532,3,Female,4,4,Sales Executive,1.0,Married,13212.0,9.0,Y,No,11,3,4,80,3,36.0,0,2,7,7,7,7
30.0,No,Travel_Rarely,Sales,12,3,Technical Degree,1,533,2,Female,3,2,Sales Executive,3.0,Single,6577.0,0.0,Y,No,11,3,2,80,0,6.0,6,3,5,4,4,4
41.0,No,Travel_Rarely,Sales,1,3,Marketing,1,534,2,Male,4,3,Sales Executive,1.0,Married,8392.0,1.0,Y,No,16,3,3,80,1,10.0,2,3,10,7,0,7
28.0,No,Travel_Rarely,Research & Development,17,2,Medical,1,536,3,Male,3,2,Laboratory Technician,1.0,Divorced,4558.0,1.0,Y,No,12,3,4,80,1,10.0,2,3,10,0,1,8
25.0,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,538,1,Male,3,1,Laboratory Technician,1.0,Married,4031.0,5.0,Y,No,13,3,3,80,1,10.0,5,3,2,2,0,2
52.0,No,Travel_Rarely,Research & Development,3,3,Medical,1,543,4,Male,2,3,Manufacturing Director,3.0,Married,7969.0,2.0,Y,Yes,14,3,3,80,0,28.0,4,3,5,4,0,4
45.0,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,544,1,Male,3,1,Research Scientist,4.0,Married,2654.0,3.0,Y,No,21,4,4,80,2,8.0,3,2,2,2,0,2
52.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,546,4,Female,3,4,Manager,4.0,Married,16555.0,2.0,Y,No,13,3,4,80,0,31.0,2,1,5,2,1,4
42.0,No,Travel_Frequently,Research & Development,29,2,Life Sciences,1,547,1,Female,3,2,Research Scientist,3.0,Divorced,4556.0,2.0,Y,No,11,3,2,80,1,19.0,3,3,5,4,0,2
30.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,548,3,Female,1,2,Manufacturing Director,4.0,Single,6091.0,2.0,Y,No,20,4,3,80,0,11.0,2,3,5,4,0,2
60.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,549,1,Female,3,5,Manager,1.0,Married,19566.0,5.0,Y,No,11,3,4,80,0,33.0,5,1,29,8,11,10
46.0,No,Travel_Rarely,Research & Development,18,3,Medical,1,550,3,Female,3,2,Manufacturing Director,3.0,Divorced,4936.0,2.0,Y,No,14,3,3,80,1,19.0,5,2,10,7,0,8
42.0,No,Travel_Frequently,Research & Development,28,4,Technical Degree,1,551,4,Female,2,2,Healthcare Representative,4.0,Married,4523.0,0.0,Y,No,11,3,4,80,3,7.0,4,4,6,5,0,4
24.0,Yes,Travel_Rarely,Research & Development,1,1,Technical Degree,1,554,1,Female,3,1,Sales Representative,,Single,4936.0,1.0,Y,Yes,16,3,2,80,0,6.0,4,3,5,3,1,4
34.0,Yes,Travel_Frequently,Sales,6,2,Marketing,1,555,4,Female,1,1,Sales Representative,3.0,Divorced,2351.0,0.0,Y,No,16,3,4,80,1,3.0,3,2,2,2,1,0
,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,556,4,Male,3,1,Laboratory Technician,,Married,1702.0,1.0,Y,Yes,23,4,3,80,1,1.0,3,3,1,0,0,0
40.0,No,Travel_Rarely,Sales,2,4,Life Sciences,1,558,3,Female,3,5,Manager,3.0,Married,18041.0,0.0,Y,No,14,3,4,80,0,21.0,2,3,20,15,1,12
26.0,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,560,1,Female,3,1,Research Scientist,4.0,Divorced,2886.0,1.0,Y,No,22,4,2,80,2,3.0,3,1,3,2,0,2
30.0,No,Non-Travel,Research & Development,3,3,Life Sciences,1,562,3,Male,3,1,Laboratory Technician,4.0,Married,2097.0,4.0,Y,No,15,3,3,80,1,9.0,3,1,5,3,1,4
29.0,No,Travel_Rarely,Research & Development,3,4,Medical,1,564,2,Male,2,3,Research Director,3.0,Married,11935.0,1.0,Y,No,18,3,3,80,0,10.0,2,3,10,2,0,7
29.0,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,1,565,3,Female,2,1,Research Scientist,2.0,Married,2546.0,5.0,Y,No,16,3,2,80,0,6.0,2,4,2,2,1,1
,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,566,1,Male,2,1,Human Resources,4.0,Single,2564.0,1.0,Y,No,12,3,3,80,0,10.0,3,4,1,0,0,0
30.0,No,Non-Travel,Sales,22,4,Other,1,567,3,Female,3,3,Sales Executive,1.0,Married,8412.0,0.0,Y,No,11,3,3,80,0,10.0,3,3,9,8,7,8
57.0,No,Travel_Rarely,Sales,29,3,Marketing,1,568,1,Male,2,4,Manager,4.0,Divorced,14118.0,3.0,Y,No,12,3,3,80,1,32.0,3,2,1,0,0,0
50.0,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,569,2,Male,2,4,Manager,3.0,Married,17046.0,0.0,Y,No,15,3,2,80,1,28.0,2,3,27,10,15,7
30.0,No,Non-Travel,Research & Development,2,3,Medical,1,571,3,Female,3,1,Laboratory Technician,4.0,Single,2564.0,0.0,Y,No,14,3,3,80,0,12.0,2,2,11,7,6,7
,No,Travel_Frequently,Sales,28,3,Marketing,1,573,3,Female,2,3,Sales Executive,1.0,Married,10266.0,4.0,Y,No,19,3,4,80,0,22.0,5,4,18,13,13,11
,No,Travel_Rarely,Research & Development,2,2,Medical,1,574,1,Female,3,2,Manufacturing Director,4.0,Divorced,5070.0,5.0,Y,No,13,3,3,80,3,20.0,2,3,5,0,0,4
,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,575,1,Male,3,4,Research Director,,Married,17861.0,6.0,Y,No,13,3,3,80,0,26.0,2,1,3,2,0,1
,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,577,4,Male,1,1,Laboratory Technician,3.0,Single,4230.0,0.0,Y,No,15,3,3,80,0,6.0,2,3,5,4,4,3
54.0,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,578,3,Female,3,2,Laboratory Technician,3.0,Single,3780.0,7.0,Y,No,11,3,3,80,0,19.0,3,3,1,0,0,0
34.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,579,4,Male,2,1,Research Scientist,3.0,Divorced,2768.0,3.0,Y,No,12,3,3,80,1,14.0,3,3,7,3,5,7
,No,Travel_Rarely,Sales,10,3,Marketing,1,580,3,Female,2,3,Sales Executive,4.0,Married,9071.0,2.0,Y,Yes,19,3,3,80,1,15.0,3,3,3,2,1,2
31.0,No,Travel_Rarely,Research & Development,9,1,Life Sciences,1,581,3,Male,3,3,Manufacturing Director,2.0,Divorced,10648.0,1.0,Y,No,25,4,4,80,1,13.0,6,4,13,8,0,8
33.0,Yes,Travel_Rarely,Research & Development,15,1,Medical,1,582,2,Male,3,3,Manager,3.0,Married,13610.0,7.0,Y,Yes,12,3,4,80,0,15.0,2,4,7,6,7,7
33.0,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,584,1,Male,1,1,Laboratory Technician,4.0,Divorced,4936.0,7.0,Y,No,13,3,1,80,3,10.0,2,3,4,3,1,3
30.0,No,Travel_Rarely,Sales,7,1,Marketing,1,585,4,Male,3,1,Sales Representative,2.0,Single,2983.0,0.0,Y,No,14,3,1,80,0,4.0,3,3,3,2,1,2
35.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,586,4,Male,3,3,Healthcare Representative,3.0,Married,7632.0,4.0,Y,Yes,12,3,3,80,0,10.0,2,3,8,7,0,0
,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,587,1,Male,3,3,Healthcare Representative,3.0,Married,9824.0,3.0,Y,No,12,3,1,80,0,12.0,2,3,1,0,0,0
34.0,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,1,590,2,Female,3,3,Human Resources,1.0,Divorced,9950.0,9.0,Y,Yes,15,3,3,80,3,11.0,2,3,3,2,0,2
42.0,No,Travel_Frequently,Research & Development,5,2,Other,1,591,2,Male,3,1,Laboratory Technician,3.0,Married,2093.0,4.0,Y,No,17,3,4,80,1,8.0,4,3,2,2,2,0
36.0,No,Non-Travel,Sales,10,4,Medical,1,592,2,Male,3,3,Sales Executive,4.0,Single,9980.0,1.0,Y,No,14,3,4,80,0,10.0,3,2,10,3,9,7
22.0,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1,593,3,Male,2,1,Laboratory Technician,3.0,Single,3894.0,5.0,Y,No,16,3,3,80,0,4.0,3,3,2,2,1,2
48.0,No,Travel_Rarely,Sales,2,5,Marketing,1,595,2,Female,3,2,Sales Executive,4.0,Married,4051.0,2.0,Y,No,14,3,1,80,1,14.0,2,3,9,7,6,7
55.0,No,Travel_Rarely,Sales,18,5,Life Sciences,1,597,1,Female,3,4,Manager,2.0,Single,16835.0,3.0,Y,No,23,4,4,80,0,37.0,2,3,10,9,7,7
41.0,No,Travel_Rarely,Sales,10,2,Life Sciences,1,599,4,Male,3,2,Sales Executive,3.0,Single,6230.0,7.0,Y,No,14,3,4,80,0,16.0,3,3,14,3,1,10
35.0,No,Travel_Rarely,Sales,1,3,Marketing,1,600,2,Male,3,2,Sales Executive,3.0,Married,4717.0,9.0,Y,No,11,3,3,80,0,15.0,2,3,11,9,6,9
40.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,601,2,Female,3,4,Manufacturing Director,,Single,13237.0,7.0,Y,No,15,3,3,80,0,22.0,3,3,20,6,5,13
39.0,No,Travel_Frequently,Research & Development,8,1,Life Sciences,1,602,3,Female,3,1,Laboratory Technician,3.0,Married,3755.0,1.0,Y,No,11,3,1,80,1,8.0,3,3,8,3,0,7
31.0,No,Travel_Rarely,Sales,2,1,Life Sciences,1,604,2,Male,3,2,Sales Executive,4.0,Single,6582.0,4.0,Y,Yes,13,3,3,80,0,10.0,2,4,6,5,0,5
,No,Travel_Rarely,Research & Development,24,3,Medical,1,605,4,Male,3,3,Manufacturing Director,1.0,Married,7406.0,1.0,Y,Yes,21,4,4,80,1,10.0,5,2,10,9,5,8
45.0,No,Travel_Rarely,Sales,2,3,Other,1,606,4,Male,3,2,Sales Executive,2.0,Married,4805.0,0.0,Y,No,19,3,2,80,1,9.0,3,4,8,7,3,7
26.0,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,1,608,2,Female,3,1,Human Resources,3.0,Divorced,2741.0,0.0,Y,Yes,11,3,2,80,1,8.0,2,2,7,7,1,0
29.0,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,611,4,Male,3,2,Manufacturing Director,4.0,Divorced,4262.0,4.0,Y,No,12,3,2,80,2,8.0,2,4,3,2,1,2
33.0,No,Travel_Rarely,Research & Development,1,5,Medical,1,612,1,Female,4,4,Research Director,3.0,Divorced,16184.0,4.0,Y,No,19,3,3,80,1,10.0,2,3,6,1,0,5
31.0,No,Travel_Rarely,Sales,7,3,Life Sciences,1,613,3,Male,2,3,Manager,4.0,Divorced,11557.0,9.0,Y,No,21,4,3,80,1,10.0,3,2,5,4,0,1
18.0,Yes,Travel_Frequently,Sales,5,3,Marketing,1,614,2,Male,3,1,Sales Representative,2.0,Single,1878.0,1.0,Y,Yes,14,3,4,80,0,0.0,3,3,0,0,0,0
40.0,No,Non-Travel,Sales,28,3,Other,1,615,3,Male,1,3,Sales Executive,1.0,Divorced,10932.0,3.0,Y,No,15,3,3,80,1,20.0,2,3,1,0,0,1
41.0,No,Non-Travel,Research & Development,2,4,Other,1,616,1,Female,2,2,Healthcare Representative,3.0,Single,6811.0,2.0,Y,Yes,17,3,1,80,0,10.0,3,3,8,7,0,7
26.0,No,Travel_Rarely,Sales,29,2,Medical,1,618,1,Male,3,2,Sales Executive,3.0,Divorced,4306.0,5.0,Y,No,12,3,1,80,2,8.0,5,3,0,0,0,0
35.0,No,Travel_Rarely,Sales,1,3,Medical,1,620,1,Female,3,2,Sales Executive,3.0,Single,4859.0,1.0,Y,No,16,3,4,80,0,5.0,3,3,5,4,0,3
34.0,No,Travel_Rarely,Sales,21,4,Life Sciences,1,621,4,Male,4,2,Sales Executive,4.0,Single,5337.0,1.0,Y,No,12,3,4,80,0,10.0,3,3,10,7,5,7
26.0,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,1,622,3,Male,1,1,Laboratory Technician,4.0,Single,2340.0,1.0,Y,Yes,18,3,2,80,0,1.0,3,1,1,0,0,0
,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,623,2,Female,3,3,Manufacturing Director,4.0,Single,7491.0,4.0,Y,No,17,3,4,80,0,12.0,3,4,6,5,1,2
46.0,No,Travel_Frequently,Research & Development,18,1,Medical,1,624,1,Female,3,3,Healthcare Representative,3.0,Married,10527.0,5.0,Y,No,11,3,4,80,0,28.0,3,2,2,2,1,2
41.0,No,Travel_Rarely,Sales,2,5,Life Sciences,1,625,2,Female,3,4,Manager,1.0,Married,16595.0,7.0,Y,No,16,3,2,80,1,22.0,2,3,18,16,11,8
37.0,No,Non-Travel,Research & Development,9,4,Medical,1,626,1,Male,3,3,Sales Executive,2.0,Divorced,4936.0,1.0,Y,No,13,3,4,80,1,9.0,6,3,9,5,7,7
52.0,No,Travel_Rarely,Research & Development,6,2,Technical Degree,1,630,4,Male,3,2,Research Scientist,1.0,Divorced,5577.0,3.0,Y,Yes,12,3,2,80,2,18.0,3,3,10,9,6,9
32.0,Yes,Non-Travel,Sales,11,4,Other,1,631,4,Male,4,2,Sales Executive,3.0,Married,4707.0,8.0,Y,No,12,3,4,80,0,6.0,2,3,4,2,1,2
24.0,No,Travel_Frequently,Sales,24,3,Medical,1,632,4,Male,3,1,Sales Representative,4.0,Married,2400.0,0.0,Y,No,13,3,3,80,2,3.0,3,3,2,2,2,1
38.0,No,Travel_Rarely,Research & Development,10,3,Medical,1,634,3,Female,3,2,Healthcare Representative,3.0,Married,9824.0,3.0,Y,No,19,3,3,80,1,18.0,4,3,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,635,2,Female,3,2,Manufacturing Director,2.0,Married,6447.0,6.0,Y,No,12,3,2,80,1,8.0,2,2,6,5,4,3
49.0,No,Travel_Rarely,Research & Development,18,4,Life Sciences,1,638,4,Male,2,5,Research Director,3.0,Divorced,19502.0,1.0,Y,Yes,17,3,3,80,1,31.0,5,3,31,9,0,9
24.0,No,Travel_Rarely,Research & Development,23,3,Medical,1,639,2,Male,4,1,Sales Executive,4.0,Married,2725.0,,Y,Yes,11,3,2,80,2,6.0,3,3,6,5,1,4
26.0,No,Travel_Rarely,Research & Development,28,2,Marketing,1,641,1,Male,3,2,Sales Executive,2.0,Married,4936.0,1.0,Y,No,20,4,4,80,2,6.0,5,4,5,3,1,4
24.0,No,Travel_Rarely,Research & Development,17,2,Other,1,643,4,Male,2,1,Laboratory Technician,2.0,Married,2127.0,1.0,Y,No,21,4,4,80,1,1.0,2,3,1,0,0,0
50.0,No,Travel_Frequently,Human Resources,3,3,Medical,1,644,1,Male,3,5,Sales Executive,2.0,Married,18200.0,,Y,No,11,3,3,80,1,32.0,2,3,32,5,10,7
,No,Travel_Rarely,Sales,13,1,Medical,1,645,2,Male,3,1,Sales Representative,3.0,Married,2096.0,1.0,Y,No,11,3,3,80,0,7.0,1,3,7,4,0,6
24.0,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,647,1,Female,3,1,Laboratory Technician,3.0,Married,2886.0,1.0,Y,Yes,16,3,4,80,1,6.0,4,3,6,3,1,2
30.0,Yes,Travel_Frequently,Sales,12,4,Life Sciences,1,648,2,Male,2,1,Sales Representative,1.0,Married,2033.0,1.0,Y,No,18,3,3,80,1,1.0,2,4,1,0,0,0
34.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,649,2,Male,2,1,Research Scientist,4.0,Married,3622.0,1.0,Y,Yes,13,3,4,80,1,6.0,3,3,6,5,1,3
31.0,Yes,Travel_Rarely,Sales,13,4,Medical,1,650,2,Male,3,2,Sales Executive,1.0,Divorced,4233.0,2.0,Y,No,17,3,3,80,0,9.0,2,1,3,1,1,2
35.0,No,Travel_Rarely,Research & Development,25,2,Other,1,652,1,Male,2,2,Laboratory Technician,4.0,Single,3681.0,4.0,Y,No,14,3,4,80,0,9.0,3,3,3,2,0,2
31.0,No,Travel_Rarely,Sales,6,4,Medical,1,653,1,Male,4,2,Sales Executive,4.0,Divorced,5460.0,4.0,Y,No,22,4,4,80,2,13.0,4,4,7,7,5,7
27.0,No,Travel_Rarely,Research & Development,6,4,Medical,1,655,1,Female,2,1,Research Scientist,3.0,Divorced,4936.0,0.0,Y,No,12,3,3,80,2,6.0,5,2,5,3,0,3
,No,Travel_Rarely,Sales,2,3,Marketing,1,656,4,Male,3,2,Sales Executive,3.0,Married,9602.0,4.0,Y,Yes,11,3,3,80,1,17.0,3,2,3,0,1,0
